hospital_id,hospital_name,city,tier,speciality,rating,nabh_accredited,type,cost_index,pincode,latitude,longitude
26,Lokmanya Gynaecology Super Speciality Hospital,Mumbai,Tier-1,Gynaecology,4.5,True,high,0.915,400101,18.978042,72.854924
27,Nanavati Gastroenterology Clinic,Mumbai,Tier-1,Gastroenterology,3.7,False,medium,0.627,400070,19.127309,72.809267
28,Lilavati Dermatology Institute,Mumbai,Tier-1,Dermatology,3.5,True,medium,0.547,400101,18.971903,72.845102
29,Hinduja ENT Medical Center,Mumbai,Tier-1,ENT,3.8,True,medium,0.413,400020,18.99639,72.935446
30,Kokilaben Gynaecology Medical Center,Mumbai,Tier-1,Gynaecology,4.2,True,high,0.879,400002,19.044973,72.907594
31,Hiranandani Gynaecology Clinic,Mumbai,Tier-1,Gynaecology,4.4,True,high,0.838,400002,18.925222,72.818876
32,Gurunanak Urology Healthcare,Mumbai,Tier-1,Urology,4.2,True,high,0.734,400070,19.105584,72.833857
33,Shushrusha General Medicine Super Speciality Hospital,Mumbai,Tier-1,General Medicine,4.7,True,high,0.969,400050,19.086929,72.923011
34,Balaji General Medicine Hospital,Mumbai,Tier-1,General Medicine,4.0,True,medium,0.647,400101,18.916148,72.817379
35,Wadia Ophthalmology Super Speciality Hospital,Mumbai,Tier-1,Ophthalmology,4.1,False,high,0.823,400050,19.178278,72.906721
36,KEM Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.9,False,medium,0.506,400001,19.130516,72.893622
37,Siddhivinayak General Medicine Super Speciality Hospital,Mumbai,Tier-1,General Medicine,4.4,True,high,0.952,400005,19.061343,72.898469
38,Lokmanya Pediatrics Hospital,Mumbai,Tier-1,Pediatrics,4.7,True,high,0.965,400005,18.911931,72.898581
39,Nanavati Orthopedics Medical Center,Mumbai,Tier-1,Orthopedics,3.8,True,medium,0.496,400020,18.974361,72.926405
40,Lilavati Neurology Super Speciality Hospital,Mumbai,Tier-1,Neurology,4.4,True,high,0.823,400093,18.938758,72.920787
41,Hinduja General Medicine Hospital,Mumbai,Tier-1,General Medicine,4.2,True,high,0.865,400005,18.969659,72.82027
42,Kokilaben Gastroenterology Medical Center,Mumbai,Tier-1,Gastroenterology,4.5,True,high,0.812,400101,19.003581,72.861073
43,Hiranandani Pediatrics Hospital,Mumbai,Tier-1,Pediatrics,3.6,False,low,0.371,400050,19.181048,72.803646
44,Gurunanak General Medicine Healthcare,Mumbai,Tier-1,General Medicine,4.2,True,medium,0.603,400020,19.122976,72.807646
45,Shushrusha Orthopedics Hospital,Mumbai,Tier-1,Orthopedics,3.2,False,low,0.109,400093,18.977269,72.813192
46,Balaji Orthopedics Institute,Mumbai,Tier-1,Orthopedics,3.8,True,medium,0.608,400070,19.11086,72.931927
47,Wadia Dermatology Hospital,Mumbai,Tier-1,Dermatology,4.2,True,medium,0.618,400002,19.03197,72.861781
48,KEM Gastroenterology Clinic,Mumbai,Tier-1,Gastroenterology,3.1,False,low,0.027,400005,19.125717,72.826754
49,Siddhivinayak Nephrology Institute,Mumbai,Tier-1,Nephrology,3.3,False,low,0.256,400005,19.068636,72.805627
50,Lokmanya Cardiology Hospital,Mumbai,Tier-1,Cardiology,3.8,False,medium,0.402,400050,19.156884,72.885053
51,Nanavati Cardiology Institute,Mumbai,Tier-1,Cardiology,3.8,True,medium,0.567,400020,19.080573,72.921805
52,Lilavati Nephrology Medical Center,Mumbai,Tier-1,Nephrology,3.4,False,low,0.255,400050,18.926066,72.900273
53,Hinduja Psychiatry Medical Center,Mumbai,Tier-1,Psychiatry,3.0,False,low,0.047,400002,18.923374,72.926847
54,Kokilaben Urology Hospital,Mumbai,Tier-1,Urology,4.0,True,high,0.725,400093,19.172925,72.873051
55,Hiranandani Pulmonology Hospital,Mumbai,Tier-1,Pulmonology,4.0,False,medium,0.584,400070,18.941612,72.899831
56,Gurunanak ENT Hospital,Mumbai,Tier-1,ENT,4.0,True,high,0.711,400005,19.162935,72.891859
57,Shushrusha Cardiology Clinic,Mumbai,Tier-1,Cardiology,3.9,True,medium,0.501,400070,18.989692,72.943693
58,Balaji Pediatrics Institute,Mumbai,Tier-1,Pediatrics,3.3,False,low,0.015,400005,19.153631,72.906619
59,Wadia Ophthalmology Institute,Mumbai,Tier-1,Ophthalmology,4.2,True,high,0.755,400070,19.191367,72.809952
60,KEM General Medicine Medical Center,Mumbai,Tier-1,General Medicine,4.2,False,high,0.75,400002,19.191755,72.823694
61,Siddhivinayak Urology Clinic,Mumbai,Tier-1,Urology,3.1,True,low,0.024,400005,18.976844,72.938493
62,Lokmanya Ophthalmology Institute,Mumbai,Tier-1,Ophthalmology,3.9,False,medium,0.501,400002,19.027507,72.868059
63,Nanavati Nephrology Clinic,Mumbai,Tier-1,Nephrology,3.0,False,low,0.147,400070,19.083662,72.86278
64,Lilavati ENT Clinic,Mumbai,Tier-1,ENT,4.2,True,high,0.901,400070,18.985723,72.852593
65,Hinduja Psychiatry Institute,Mumbai,Tier-1,Psychiatry,3.5,False,medium,0.441,400070,19.17145,72.805188
66,Kokilaben Dermatology Hospital,Mumbai,Tier-1,Dermatology,3.7,False,medium,0.529,400070,19.053396,72.896698
67,Hiranandani Neurology Institute,Mumbai,Tier-1,Neurology,4.1,True,high,0.798,400001,19.047475,72.933164
68,Gurunanak Orthopedics Institute,Mumbai,Tier-1,Orthopedics,4.3,True,high,0.916,400050,19.037888,72.945699
69,Shushrusha Gastroenterology Healthcare,Mumbai,Tier-1,Gastroenterology,4.6,True,high,0.975,400101,18.969857,72.870933
70,Balaji Orthopedics Medical Center,Mumbai,Tier-1,Orthopedics,3.5,True,medium,0.447,400101,18.919239,72.828257
71,Wadia Pediatrics Clinic,Mumbai,Tier-1,Pediatrics,4.5,True,high,0.887,400001,19.076705,72.923065
72,KEM Neurology Hospital,Mumbai,Tier-1,Neurology,4.3,True,high,0.745,400070,18.993536,72.833622
73,Siddhivinayak Pediatrics Clinic,Mumbai,Tier-1,Pediatrics,3.0,False,low,0.091,400101,19.120889,72.862519
74,Lokmanya Neurology Medical Center,Mumbai,Tier-1,Neurology,4.3,False,high,0.946,400070,19.163599,72.880043
75,Nanavati Nephrology Medical Center,Mumbai,Tier-1,Nephrology,3.5,False,low,0.387,400101,19.123079,72.865382
76,Lilavati Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,3.8,False,medium,0.497,400093,18.999764,72.822938
77,Hinduja Oncology Hospital,Mumbai,Tier-1,Oncology,4.3,True,high,0.726,400070,18.903171,72.857335
78,Kokilaben Cardiology Clinic,Mumbai,Tier-1,Cardiology,4.0,False,medium,0.518,400050,18.901063,72.931941
79,Hiranandani Gastroenterology Hospital,Mumbai,Tier-1,Gastroenterology,4.1,True,high,0.864,400020,19.191355,72.929623
80,Gurunanak Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,3.8,True,medium,0.593,400070,19.031568,72.919035
81,Shushrusha ENT Institute,Mumbai,Tier-1,ENT,3.2,True,low,0.009,400005,19.159853,72.806389
82,Balaji Psychiatry Healthcare,Mumbai,Tier-1,Psychiatry,4.5,True,high,0.921,400002,19.083282,72.861266
83,Wadia Gastroenterology Medical Center,Mumbai,Tier-1,Gastroenterology,3.4,True,low,0.286,400070,19.064667,72.917202
84,KEM Cardiology Healthcare,Mumbai,Tier-1,Cardiology,4.2,True,high,0.955,400070,19.044209,72.893388
85,Siddhivinayak Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,4.0,False,medium,0.681,400001,19.152984,72.855242
86,Lokmanya Pediatrics Clinic,Mumbai,Tier-1,Pediatrics,4.2,True,high,0.84,400070,19.051587,72.864907
87,Nanavati Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.7,False,low,0.363,400001,19.003038,72.90962
88,Lilavati Urology Hospital,Mumbai,Tier-1,Urology,3.4,True,medium,0.444,400002,19.094893,72.80925
89,Hinduja Psychiatry Healthcare,Mumbai,Tier-1,Psychiatry,4.1,False,high,0.796,400050,18.906517,72.920334
90,Kokilaben Urology Healthcare,Mumbai,Tier-1,Urology,4.2,True,high,0.741,400001,19.108249,72.930582
91,Hiranandani Nephrology Clinic,Mumbai,Tier-1,Nephrology,4.2,True,high,0.865,400002,19.130725,72.912198
92,Gurunanak Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.0,False,low,0.022,400050,19.14061,72.813691
93,Shushrusha Oncology Super Speciality Hospital,Mumbai,Tier-1,Oncology,3.9,False,medium,0.41,400005,19.125596,72.904174
94,Balaji General Medicine Institute,Mumbai,Tier-1,General Medicine,4.4,True,high,0.817,400093,19.142458,72.935641
95,Wadia Dermatology Hospital,Mumbai,Tier-1,Dermatology,3.3,True,low,0.082,400093,19.080827,72.87449
96,KEM Oncology Hospital,Mumbai,Tier-1,Oncology,3.4,False,low,0.367,400002,18.932206,72.910797
97,Siddhivinayak General Medicine Hospital,Mumbai,Tier-1,General Medicine,3.7,False,medium,0.436,400050,18.932579,72.845924
98,Lokmanya Psychiatry Hospital,Mumbai,Tier-1,Psychiatry,4.2,True,high,0.815,400070,19.164728,72.935701
99,Nanavati Gynaecology Institute,Mumbai,Tier-1,Gynaecology,4.5,False,high,0.799,400050,18.915354,72.849603
100,Lilavati Gastroenterology Healthcare,Mumbai,Tier-1,Gastroenterology,4.1,True,high,0.853,400020,19.135305,72.814731
101,Hinduja Cardiology Institute,Mumbai,Tier-1,Cardiology,4.2,True,high,0.777,400101,18.977018,72.932122
102,Kokilaben Psychiatry Medical Center,Mumbai,Tier-1,Psychiatry,3.8,False,medium,0.682,400093,18.937371,72.893527
103,Hiranandani Pulmonology Institute,Mumbai,Tier-1,Pulmonology,3.6,False,medium,0.508,400020,19.089344,72.923392
104,Gurunanak General Medicine Hospital,Mumbai,Tier-1,General Medicine,3.3,False,low,0.134,400070,19.155106,72.895204
105,Shushrusha Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.1,True,low,0.159,400093,18.995055,72.869959
106,Balaji Oncology Institute,Mumbai,Tier-1,Oncology,4.3,True,high,0.745,400050,18.986731,72.822705
107,Wadia ENT Hospital,Mumbai,Tier-1,ENT,4.1,True,high,0.846,400070,19.161068,72.853431
108,KEM Pulmonology Clinic,Mumbai,Tier-1,Pulmonology,3.7,False,low,0.362,400005,18.923602,72.846719
109,Siddhivinayak Gynaecology Healthcare,Mumbai,Tier-1,Gynaecology,3.7,False,medium,0.498,400070,18.966188,72.843091
110,Lokmanya Pediatrics Hospital,Mumbai,Tier-1,Pediatrics,3.5,True,medium,0.421,400002,19.105268,72.891537
111,Nanavati Oncology Super Speciality Hospital,Mumbai,Tier-1,Oncology,4.2,True,high,0.884,400002,18.909103,72.920114
112,Lilavati Nephrology Healthcare,Mumbai,Tier-1,Nephrology,3.6,False,medium,0.559,400093,19.173236,72.916098
113,Hinduja General Medicine Clinic,Mumbai,Tier-1,General Medicine,4.2,True,high,0.768,400070,19.194805,72.946924
114,Kokilaben Neurology Healthcare,Mumbai,Tier-1,Neurology,3.5,False,low,0.36,400070,19.157248,72.944752
115,Hiranandani Cardiology Institute,Mumbai,Tier-1,Cardiology,3.9,False,medium,0.5,400005,19.061329,72.813434
116,Gurunanak Dermatology Clinic,Mumbai,Tier-1,Dermatology,3.2,True,low,0.15,400001,19.040775,72.891804
117,Shushrusha Neurology Clinic,Mumbai,Tier-1,Neurology,4.3,True,high,0.979,400101,18.954053,72.877703
118,Balaji Pediatrics Institute,Mumbai,Tier-1,Pediatrics,3.5,False,low,0.2,400050,19.066348,72.858678
119,Wadia Neurology Institute,Mumbai,Tier-1,Neurology,4.5,True,high,0.883,400001,19.11368,72.895048
120,KEM Urology Clinic,Mumbai,Tier-1,Urology,3.6,True,medium,0.423,400070,18.942517,72.808356
121,Siddhivinayak Pulmonology Medical Center,Mumbai,Tier-1,Pulmonology,4.3,True,high,0.865,400070,19.029393,72.937236
122,Lokmanya Gynaecology Medical Center,Mumbai,Tier-1,Gynaecology,3.4,True,low,0.187,400093,18.998519,72.940958
123,Nanavati Pulmonology Super Speciality Hospital,Mumbai,Tier-1,Pulmonology,3.7,False,low,0.264,400101,19.167067,72.814287
124,Lilavati Orthopedics Institute,Mumbai,Tier-1,Orthopedics,4.2,True,high,0.812,400002,19.001507,72.836389
125,Hinduja Gynaecology Super Speciality Hospital,Mumbai,Tier-1,Gynaecology,4.2,True,high,0.844,400002,19.147183,72.90918
126,Kokilaben Orthopedics Healthcare,Mumbai,Tier-1,Orthopedics,4.3,False,high,0.898,400050,19.03986,72.878778
127,Hiranandani Neurology Healthcare,Mumbai,Tier-1,Neurology,3.8,True,medium,0.686,400101,19.131407,72.864507
128,Gurunanak Orthopedics Institute,Mumbai,Tier-1,Orthopedics,3.6,True,medium,0.621,400101,18.904142,72.880017
129,Shushrusha Dermatology Hospital,Mumbai,Tier-1,Dermatology,4.0,False,medium,0.556,400070,19.097929,72.894093
130,Balaji Urology Healthcare,Mumbai,Tier-1,Urology,4.2,False,medium,0.628,400020,18.969821,72.899371
131,Wadia Orthopedics Medical Center,Mumbai,Tier-1,Orthopedics,3.1,True,low,0.023,400101,18.977375,72.828855
132,KEM Dermatology Institute,Mumbai,Tier-1,Dermatology,4.2,True,high,0.959,400050,18.940021,72.872648
133,Siddhivinayak Oncology Healthcare,Mumbai,Tier-1,Oncology,4.0,True,medium,0.551,400093,19.158179,72.912132
134,Lokmanya Pediatrics Healthcare,Mumbai,Tier-1,Pediatrics,4.5,True,high,0.984,400020,19.050537,72.865202
135,Nanavati Neurology Institute,Mumbai,Tier-1,Neurology,4.6,True,high,0.977,400005,19.130571,72.8873
136,Lilavati Pulmonology Healthcare,Mumbai,Tier-1,Pulmonology,3.9,False,medium,0.559,400020,18.907934,72.840111
137,Hinduja Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,4.1,True,high,0.718,400001,18.943235,72.865961
138,Kokilaben Ophthalmology Healthcare,Mumbai,Tier-1,Ophthalmology,4.4,True,high,0.961,400093,19.156266,72.860192
139,Hiranandani Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,4.2,False,high,0.821,400070,19.159632,72.850976
140,Gurunanak Gynaecology Super Speciality Hospital,Mumbai,Tier-1,Gynaecology,4.5,True,high,0.946,400005,19.179161,72.836407
141,Shushrusha Ophthalmology Super Speciality Hospital,Mumbai,Tier-1,Ophthalmology,3.9,True,medium,0.573,400002,19.040438,72.848578
142,Balaji Psychiatry Super Speciality Hospital,Mumbai,Tier-1,Psychiatry,3.9,False,high,0.778,400001,19.196802,72.902109
143,Wadia Gynaecology Medical Center,Mumbai,Tier-1,Gynaecology,3.2,False,low,0.08,400050,19.091394,72.936269
144,KEM Dermatology Healthcare,Mumbai,Tier-1,Dermatology,3.5,False,medium,0.497,400050,18.918184,72.89446
145,Siddhivinayak Ophthalmology Clinic,Mumbai,Tier-1,Ophthalmology,4.2,False,medium,0.633,400093,18.932588,72.849843
146,Lokmanya Ophthalmology Super Speciality Hospital,Mumbai,Tier-1,Ophthalmology,3.2,False,low,0.179,400001,19.048191,72.879234
147,Nanavati ENT Hospital,Mumbai,Tier-1,ENT,4.7,True,high,0.987,400002,18.997162,72.837681
148,Lilavati Dermatology Institute,Mumbai,Tier-1,Dermatology,3.7,False,medium,0.637,400001,19.014963,72.847221
149,Hinduja Psychiatry Super Speciality Hospital,Mumbai,Tier-1,Psychiatry,3.8,False,medium,0.401,400001,19.067657,72.922597
150,Kokilaben Cardiology Super Speciality Hospital,Mumbai,Tier-1,Cardiology,3.7,True,medium,0.595,400093,18.91147,72.80434
151,Sir Ganga Ram Oncology Clinic,Delhi,Tier-1,Oncology,3.6,False,low,0.31,110092,28.765744,76.89966
152,Maharaja Agrasen General Medicine Clinic,Delhi,Tier-1,General Medicine,3.5,False,low,0.312,110025,28.431591,76.909548
153,Venkateshwar General Medicine Healthcare,Delhi,Tier-1,General Medicine,3.9,False,medium,0.417,110025,28.556086,76.999679
154,Charak Urology Healthcare,Delhi,Tier-1,Urology,4.1,False,high,0.734,110002,28.679481,77.168901
155,Moolchand Psychiatry Institute,Delhi,Tier-1,Psychiatry,3.6,False,medium,0.427,110092,28.539634,77.29473
156,Holy Family Orthopedics Hospital,Delhi,Tier-1,Orthopedics,4.5,False,high,0.945,110092,28.859351,76.924938
157,BLK-Max Pediatrics Clinic,Delhi,Tier-1,Pediatrics,3.9,False,medium,0.471,110005,28.482971,77.050063
158,Dharamshila Dermatology Healthcare,Delhi,Tier-1,Dermatology,3.6,True,medium,0.464,110016,28.606095,77.037589
159,Indraprastha Cardiology Medical Center,Delhi,Tier-1,Cardiology,4.2,True,high,0.707,110001,28.877226,77.113625
160,Guru Teg Bahadur Gynaecology Clinic,Delhi,Tier-1,Gynaecology,4.5,True,high,0.838,110002,28.826273,77.070703
161,Safdarjung Pulmonology Institute,Delhi,Tier-1,Pulmonology,4.6,True,high,0.976,110005,28.82711,77.09229
162,Sir Ganga Ram Pediatrics Hospital,Delhi,Tier-1,Pediatrics,3.5,True,low,0.298,110049,28.855388,77.250689
163,Maharaja Agrasen ENT Healthcare,Delhi,Tier-1,ENT,3.1,True,low,0.209,110025,28.686539,76.885101
164,Venkateshwar Orthopedics Healthcare,Delhi,Tier-1,Orthopedics,4.0,True,high,0.794,110060,28.469757,76.884361
165,Charak Gastroenterology Hospital,Delhi,Tier-1,Gastroenterology,4.1,True,high,0.828,110060,28.81255,77.289204
166,Moolchand Nephrology Clinic,Delhi,Tier-1,Nephrology,3.7,True,medium,0.525,110005,28.718411,76.893933
167,Holy Family ENT Healthcare,Delhi,Tier-1,ENT,3.7,True,medium,0.58,110025,28.476969,76.903516
168,BLK-Max Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,4.2,True,high,0.81,110025,28.876744,76.98221
169,Dharamshila Urology Hospital,Delhi,Tier-1,Urology,4.3,True,high,0.79,110049,28.732729,76.967681
170,Indraprastha Urology Healthcare,Delhi,Tier-1,Urology,4.1,False,high,0.86,110025,28.504915,76.822649
171,Guru Teg Bahadur Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,4.3,True,high,0.738,110049,28.502664,77.048493
172,Safdarjung Ophthalmology Institute,Delhi,Tier-1,Ophthalmology,4.5,True,high,0.99,110060,28.657565,77.285302
173,Sir Ganga Ram Oncology Institute,Delhi,Tier-1,Oncology,3.4,True,low,0.23,110016,28.808928,77.048528
174,Maharaja Agrasen Oncology Institute,Delhi,Tier-1,Oncology,3.9,True,medium,0.669,110001,28.729316,77.295549
175,Venkateshwar Ophthalmology Super Speciality Hospital,Delhi,Tier-1,Ophthalmology,4.4,True,high,0.83,110049,28.600876,77.291135
176,Charak Dermatology Super Speciality Hospital,Delhi,Tier-1,Dermatology,3.0,False,low,0.152,110002,28.672038,77.248559
177,Moolchand Gastroenterology Medical Center,Delhi,Tier-1,Gastroenterology,4.2,True,high,0.919,110001,28.487259,76.89295
178,Holy Family Pediatrics Institute,Delhi,Tier-1,Pediatrics,4.0,True,medium,0.568,110005,28.538691,76.924975
179,BLK-Max Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3.6,True,medium,0.43,110049,28.608164,76.863402
180,Dharamshila Gastroenterology Healthcare,Delhi,Tier-1,Gastroenterology,4.2,True,high,0.904,110005,28.845041,77.169828
181,Indraprastha Nephrology Medical Center,Delhi,Tier-1,Nephrology,3.6,False,medium,0.505,110016,28.546878,76.83716
182,Guru Teg Bahadur Cardiology Super Speciality Hospital,Delhi,Tier-1,Cardiology,4.0,True,high,0.739,110005,28.747436,77.11138
183,Safdarjung Cardiology Healthcare,Delhi,Tier-1,Cardiology,4.4,True,high,0.774,110092,28.614222,77.204643
184,Sir Ganga Ram ENT Medical Center,Delhi,Tier-1,ENT,4.1,True,medium,0.508,110001,28.478526,76.922389
185,Maharaja Agrasen Dermatology Hospital,Delhi,Tier-1,Dermatology,4.2,True,high,0.704,110005,28.568316,77.109323
186,Venkateshwar Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,3.2,False,low,0.227,110016,28.870567,77.119571
187,Charak Cardiology Institute,Delhi,Tier-1,Cardiology,4.2,True,high,0.823,110049,28.432338,77.037672
188,Moolchand Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4.5,True,high,0.925,110002,28.435719,77.085947
189,Holy Family Nephrology Medical Center,Delhi,Tier-1,Nephrology,3.6,True,medium,0.511,110001,28.765245,76.851242
190,BLK-Max Psychiatry Institute,Delhi,Tier-1,Psychiatry,4.3,True,high,0.811,110016,28.439927,77.125225
191,Dharamshila Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3.4,False,medium,0.425,110049,28.651012,76.84625
192,Indraprastha Psychiatry Clinic,Delhi,Tier-1,Psychiatry,3.8,False,medium,0.613,110049,28.568688,76.840852
193,Guru Teg Bahadur Nephrology Clinic,Delhi,Tier-1,Nephrology,3.1,False,low,0.06,110060,28.748832,77.050823
194,Safdarjung Gynaecology Super Speciality Hospital,Delhi,Tier-1,Gynaecology,3.2,False,low,0.116,110049,28.536169,77.195247
195,Sir Ganga Ram Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3.0,False,low,0.043,110005,28.865586,77.230329
196,Maharaja Agrasen Gynaecology Institute,Delhi,Tier-1,Gynaecology,4.0,True,medium,0.659,110005,28.463248,76.901071
197,Venkateshwar Oncology Clinic,Delhi,Tier-1,Oncology,4.3,True,high,0.766,110016,28.607917,76.850093
198,Charak Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4.0,False,medium,0.614,110049,28.61991,77.198456
199,Moolchand Psychiatry Super Speciality Hospital,Delhi,Tier-1,Psychiatry,4.3,True,high,0.88,110016,28.623699,77.220801
200,Holy Family Nephrology Institute,Delhi,Tier-1,Nephrology,4.2,True,high,0.828,110002,28.870547,76.876154
201,BLK-Max Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4.2,True,medium,0.625,110002,28.682829,76.829257
202,Dharamshila Dermatology Hospital,Delhi,Tier-1,Dermatology,4.0,False,medium,0.614,110025,28.716074,76.93653
203,Indraprastha Gastroenterology Hospital,Delhi,Tier-1,Gastroenterology,4.4,True,high,0.811,110060,28.737272,76.806476
204,Guru Teg Bahadur General Medicine Institute,Delhi,Tier-1,General Medicine,3.2,False,low,0.16,110001,28.814739,77.178103
205,Safdarjung Cardiology Hospital,Delhi,Tier-1,Cardiology,4.0,False,medium,0.573,110005,28.566986,76.965065
206,Sir Ganga Ram Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,3.6,True,low,0.285,110025,28.521955,77.296268
207,Maharaja Agrasen Cardiology Super Speciality Hospital,Delhi,Tier-1,Cardiology,3.3,False,low,0.299,110016,28.43544,77.092012
208,Venkateshwar Gynaecology Clinic,Delhi,Tier-1,Gynaecology,3.0,True,low,0.016,110025,28.848694,76.968783
209,Charak Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,4.1,False,medium,0.651,110016,28.855185,76.931842
210,Moolchand Psychiatry Hospital,Delhi,Tier-1,Psychiatry,4.1,True,high,0.835,110002,28.410978,77.173397
211,Holy Family Gastroenterology Institute,Delhi,Tier-1,Gastroenterology,4.2,True,high,0.718,110002,28.749951,76.805825
212,BLK-Max Oncology Healthcare,Delhi,Tier-1,Oncology,4.3,True,high,0.867,110025,28.447846,76.939476
213,Dharamshila ENT Healthcare,Delhi,Tier-1,ENT,3.3,True,low,0.038,110016,28.843971,77.074902
214,Indraprastha Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,3.5,False,low,0.363,110025,28.599528,76.971916
215,Guru Teg Bahadur ENT Hospital,Delhi,Tier-1,ENT,4.0,False,high,0.796,110001,28.495355,76.976217
216,Safdarjung Ophthalmology Healthcare,Delhi,Tier-1,Ophthalmology,4.1,False,medium,0.656,110025,28.735212,77.113235
217,Sir Ganga Ram Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,4.5,True,high,0.857,110001,28.535316,76.83115
218,Maharaja Agrasen Pulmonology Institute,Delhi,Tier-1,Pulmonology,3.7,False,medium,0.631,110060,28.739013,77.197737
219,Venkateshwar ENT Healthcare,Delhi,Tier-1,ENT,3.6,False,low,0.347,110002,28.813674,76.940699
220,Charak Orthopedics Healthcare,Delhi,Tier-1,Orthopedics,4.2,True,high,0.832,110002,28.676634,76.927175
221,Moolchand Ophthalmology Medical Center,Delhi,Tier-1,Ophthalmology,4.0,True,medium,0.524,110001,28.505491,77.151367
